Time,Chatroom(Desired),Chatroom(Opened),Message Input,Unique Code(Searched),Chatroom(Found),Status,Reason(FAIL)
2025-07-16 04:15:34,test 8,test 8,"MI2 NND(A) #04 FOIL LOT_ID: 87b69114bb has NG Rate of 13.64% at 2025-07-16 04:15:26. Total defect count is 49. Surface defect count: 30, Dimension defect count: 19. Please Check!!",ad791632,test 8,SUCCESS,
2025-07-16 04:20:45,test 10,test 10,"MI2 NND(C) #01 FOIL LOT_ID: 3f76a89648 has NG Rate of 14.69% at 2025-07-16 04:20:36. Total defect count is 34. Surface defect count: 11, Dimension defect count: 23. Please Check!!",06791316,test 10,SUCCESS,
2025-07-16 04:20:55,NND alert test 2,NND alert test 2,"MI2 NND(A) #02 FOIL LOT_ID: e90b470052 has NG Rate of 5.93% at 2025-07-16 04:20:47. Total defect count is 154. Surface defect count: 72, Dimension defect count: 82. Please Check!!",45345c9a,NND alert test 2,SUCCESS,
2025-07-16 04:21:04,test 7,test 7,"MI2 NND(A) #02 INTEGRATION LOT_ID: 171322216d has NG Rate of 9.19% at 2025-07-16 04:20:57. Total defect count is 128. Surface defect count: 32, Dimension defect count: 96. Please Check!!",afecd985,test 7,SUCCESS,
2025-07-16 04:21:14,test 9,test 9,"MI2 NND(C) #05 NGMARKING LOT_ID: 0a39c955bf has NG Rate of 4.47% at 2025-07-16 04:21:06. Total defect count is 123. Surface defect count: 35, Dimension defect count: 88. Please Check!!",d5e035d0,test 9,SUCCESS,
2025-07-16 04:21:24,test 4,test 4,"MI2 NND(C) #01 FOIL LOT_ID: 945b51462f has NG Rate of 5.26% at 2025-07-16 04:21:16. Total defect count is 20. Surface defect count: 4, Dimension defect count: 16. Please Check!!",4e454eed,test 4,SUCCESS,
2025-07-16 04:26:34,test 9,test 9,"MI2 NND(A) #02 FOIL LOT_ID: a347753dac has NG Rate of 18.71% at 2025-07-16 04:26:26. Total defect count is 123. Surface defect count: 48, Dimension defect count: 75. Please Check!!",0268561c,test 9,SUCCESS,
2025-07-16 04:26:44,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #03 INTEGRATION LOT_ID: 599f2982ee has NG Rate of 5.16% at 2025-07-16 04:26:36. Total defect count is 99. Surface defect count: 4, Dimension defect count: 95. Please Check!!",95032728,김지희 (Jihee Kim),SUCCESS,
2025-07-16 04:26:54,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #05 INTEGRATION LOT_ID: 9ccf4d8e6e has NG Rate of 7.94% at 2025-07-16 04:26:46. Total defect count is 85. Surface defect count: 70, Dimension defect count: 15. Please Check!!",b8176f65,김지희 (Jihee Kim),SUCCESS,
2025-07-16 04:27:04,NND alert test 1,NND alert test 1,"MI2 NND(C) #06 INTEGRATION LOT_ID: 69674e1a98 has NG Rate of 2.24% at 2025-07-16 04:26:56. Total defect count is 93. Surface defect count: 42, Dimension defect count: 51. Please Check!!",c75e2da9,NND alert test 1,SUCCESS,
2025-07-16 04:27:14,test 6,test 6,"MI2 NND(A) #01 FOIL LOT_ID: fb8283d49f has NG Rate of 6.23% at 2025-07-16 04:27:06. Total defect count is 39. Surface defect count: 27, Dimension defect count: 12. Please Check!!",5dd94a24,test 6,SUCCESS,
2025-07-16 04:27:24,test 5,test 5,"MI2 NND(C) #02 FOIL LOT_ID: c9802fbaae has NG Rate of 17.68% at 2025-07-16 04:27:16. Total defect count is 132. Surface defect count: 51, Dimension defect count: 81. Please Check!!",b995bec9,test 5,SUCCESS,
2025-07-16 04:27:33,test 5,test 5,"MI2 NND(C) #05 FOIL LOT_ID: 552fb58559 has NG Rate of 18.84% at 2025-07-16 04:27:26. Total defect count is 105. Surface defect count: 40, Dimension defect count: 65. Please Check!!",c4de5bf3,test 5,SUCCESS,
2025-07-16 04:27:43,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #05 INTEGRATION LOT_ID: 13dc2c99b2 has NG Rate of 5.93% at 2025-07-16 04:27:35. Total defect count is 35. Surface defect count: 13, Dimension defect count: 22. Please Check!!",e449cf60,김지희 (Jihee Kim),SUCCESS,
2025-07-16 04:27:53,test 6,test 6,"MI2 NND(C) #05 NGMARKING LOT_ID: ecbf0342a2 has NG Rate of 7.03% at 2025-07-16 04:27:45. Total defect count is 19. Surface defect count: 18, Dimension defect count: 1. Please Check!!",343b5e1a,test 6,SUCCESS,
2025-07-16 04:28:03,NND alert test 2,NND alert test 2,"MI2 NND(C) #05 FOIL LOT_ID: 80a5660a9d has NG Rate of 5.17% at 2025-07-16 04:27:55. Total defect count is 104. Surface defect count: 40, Dimension defect count: 64. Please Check!!",be3bce9f,NND alert test 2,SUCCESS,
2025-07-16 04:28:13,test 6,test 6,"MI2 NND(C) #03 NGMARKING LOT_ID: b79cf5010a has NG Rate of 7.42% at 2025-07-16 04:28:05. Total defect count is 51. Surface defect count: 40, Dimension defect count: 11. Please Check!!",cd934db5,test 6,SUCCESS,
2025-07-16 04:28:23,test 4,test 4,"MI2 NND(C) #06 NGMARKING LOT_ID: d7eea28450 has NG Rate of 12.17% at 2025-07-16 04:28:15. Total defect count is 126. Surface defect count: 26, Dimension defect count: 100. Please Check!!",c91bb141,test 4,SUCCESS,
2025-07-16 04:28:33,test 6,test 6,"MI2 NND(A) #05 NGMARKING LOT_ID: 1ba461d95a has NG Rate of 13.99% at 2025-07-16 04:28:25. Total defect count is 164. Surface defect count: 70, Dimension defect count: 94. Please Check!!",ad4c790f,test 6,SUCCESS,
2025-07-16 04:28:43,test 7,test 7,"MI2 NND(A) #04 FOIL LOT_ID: d0f6d13f69 has NG Rate of 19.76% at 2025-07-16 04:28:35. Total defect count is 93. Surface defect count: 30, Dimension defect count: 63. Please Check!!",dd6893e5,test 7,SUCCESS,
2025-07-16 04:28:53,test 10,test 10,"MI2 NND(A) #06 NGMARKING LOT_ID: d05e8a5aeb has NG Rate of 2.86% at 2025-07-16 04:28:45. Total defect count is 83. Surface defect count: 55, Dimension defect count: 28. Please Check!!",25a23f80,test 10,SUCCESS,
2025-07-16 04:29:02,NND alert test 1,NND alert test 1,"MI2 NND(C) #02 NGMARKING LOT_ID: d955ae969f has NG Rate of 16.82% at 2025-07-16 04:28:55. Total defect count is 39. Surface defect count: 31, Dimension defect count: 8. Please Check!!",f0d65206,NND alert test 1,SUCCESS,
2025-07-16 04:29:12,NND alert test 3,NND alert test 3,"MI2 NND(C) #01 FOIL LOT_ID: 53eeae539b has NG Rate of 16.96% at 2025-07-16 04:29:04. Total defect count is 139. Surface defect count: 59, Dimension defect count: 80. Please Check!!",3bc4d84e,NND alert test 3,SUCCESS,
2025-07-16 04:29:22,NND alert test 1,NND alert test 1,"MI2 NND(C) #03 FOIL LOT_ID: 108708a92f has NG Rate of 0.42% at 2025-07-16 04:29:14. Total defect count is 190. Surface defect count: 100, Dimension defect count: 90. Please Check!!",317377b2,NND alert test 1,SUCCESS,
2025-07-16 04:29:32,NND alert test 1,NND alert test 1,"MI2 NND(A) #03 FOIL LOT_ID: 8f4c386db2 has NG Rate of 18.63% at 2025-07-16 04:29:24. Total defect count is 51. Surface defect count: 19, Dimension defect count: 32. Please Check!!",8de89ea0,NND alert test 1,SUCCESS,
2025-07-16 04:34:42,test 10,test 10,"MI2 NND(C) #05 INTEGRATION LOT_ID: 17ed6fc456 has NG Rate of 4.80% at 2025-07-16 04:34:34. Total defect count is 96. Surface defect count: 49, Dimension defect count: 47. Please Check!!",54e35136,test 10,SUCCESS,
2025-07-16 04:39:52,test 4,test 4,"MI2 NND(C) #02 FOIL LOT_ID: 7fccbfd101 has NG Rate of 8.17% at 2025-07-16 04:39:44. Total defect count is 28. Surface defect count: 26, Dimension defect count: 2. Please Check!!",90456a27,test 4,SUCCESS,
2025-07-16 04:45:02,test 10,test 10,"MI2 NND(C) #05 NGMARKING LOT_ID: e430f674e5 has NG Rate of 0.69% at 2025-07-16 04:44:54. Total defect count is 150. Surface defect count: 85, Dimension defect count: 65. Please Check!!",13354493,test 10,SUCCESS,
2025-07-16 04:45:12,test 7,test 7,"MI2 NND(A) #01 FOIL LOT_ID: d41d403780 has NG Rate of 18.12% at 2025-07-16 04:45:04. Total defect count is 46. Surface defect count: 38, Dimension defect count: 8. Please Check!!",e16bb04f,test 7,SUCCESS,
2025-07-16 04:45:22,test 4,test 4,"MI2 NND(C) #03 INTEGRATION LOT_ID: 837a33cd3b has NG Rate of 2.92% at 2025-07-16 04:45:14. Total defect count is 46. Surface defect count: 17, Dimension defect count: 29. Please Check!!",2ccb2ff9,test 4,SUCCESS,
2025-07-16 04:45:31,NND alert test 3,NND alert test 3,"MI2 NND(A) #02 NGMARKING LOT_ID: 1d5a4a5146 has NG Rate of 18.69% at 2025-07-16 04:45:24. Total defect count is 163. Surface defect count: 81, Dimension defect count: 82. Please Check!!",100b2f04,NND alert test 3,SUCCESS,
2025-07-16 04:45:41,test 10,test 10,"MI2 NND(A) #03 INTEGRATION LOT_ID: 8bcf8a0258 has NG Rate of 19.72% at 2025-07-16 04:45:33. Total defect count is 107. Surface defect count: 55, Dimension defect count: 52. Please Check!!",c27c163d,test 10,SUCCESS,
2025-07-16 04:45:51,NND alert test 3,NND alert test 3,"MI2 NND(A) #01 FOIL LOT_ID: 2d9db8a578 has NG Rate of 8.70% at 2025-07-16 04:45:43. Total defect count is 44. Surface defect count: 26, Dimension defect count: 18. Please Check!!",527c528c,NND alert test 3,SUCCESS,
2025-07-16 04:46:01,test 5,test 5,"MI2 NND(C) #01 FOIL LOT_ID: 0e99226ca6 has NG Rate of 15.52% at 2025-07-16 04:45:53. Total defect count is 119. Surface defect count: 50, Dimension defect count: 69. Please Check!!",a9311a79,test 5,SUCCESS,
2025-07-16 04:46:11,NND alert test 3,NND alert test 3,"MI2 NND(C) #02 FOIL LOT_ID: b271883ff6 has NG Rate of 14.94% at 2025-07-16 04:46:03. Total defect count is 132. Surface defect count: 41, Dimension defect count: 91. Please Check!!",b61b8d7d,NND alert test 3,SUCCESS,
2025-07-16 04:46:21,NND alert test 2,NND alert test 2,"MI2 NND(C) #05 FOIL LOT_ID: 39e4e86a5c has NG Rate of 6.42% at 2025-07-16 04:46:13. Total defect count is 148. Surface defect count: 92, Dimension defect count: 56. Please Check!!",5ef4729b,NND alert test 2,SUCCESS,
2025-07-16 04:46:31,test 10,test 10,"MI2 NND(A) #04 NGMARKING LOT_ID: 2c2be6bb8c has NG Rate of 5.19% at 2025-07-16 04:46:23. Total defect count is 91. Surface defect count: 21, Dimension defect count: 70. Please Check!!",ca818066,test 10,SUCCESS,
2025-07-16 04:46:41,test 4,test 4,"MI2 NND(C) #02 INTEGRATION LOT_ID: ae5ae1e978 has NG Rate of 16.69% at 2025-07-16 04:46:33. Total defect count is 28. Surface defect count: 28, Dimension defect count: 0. Please Check!!",6fa8e3f4,test 4,SUCCESS,
2025-07-16 04:46:50,test 6,test 6,"MI2 NND(A) #02 FOIL LOT_ID: 7f36e665e7 has NG Rate of 12.43% at 2025-07-16 04:46:43. Total defect count is 101. Surface defect count: 24, Dimension defect count: 77. Please Check!!",a71c32ae,test 6,SUCCESS,
2025-07-16 04:47:00,NND alert test 3,NND alert test 3,"MI2 NND(C) #05 NGMARKING LOT_ID: 30e98db72d has NG Rate of 8.46% at 2025-07-16 04:46:53. Total defect count is 71. Surface defect count: 35, Dimension defect count: 36. Please Check!!",d4fcad40,NND alert test 3,SUCCESS,
2025-07-16 04:47:10,test 7,test 7,"MI2 NND(A) #05 INTEGRATION LOT_ID: 063bda11f9 has NG Rate of 1.34% at 2025-07-16 04:47:02. Total defect count is 49. Surface defect count: 27, Dimension defect count: 22. Please Check!!",50679d38,test 7,SUCCESS,
2025-07-16 04:47:20,NND alert test 2,NND alert test 2,"MI2 NND(C) #05 FOIL LOT_ID: ee5299e9de has NG Rate of 7.03% at 2025-07-16 04:47:12. Total defect count is 146. Surface defect count: 99, Dimension defect count: 47. Please Check!!",9e75089e,NND alert test 2,SUCCESS,
2025-07-16 04:47:30,NND alert test 1,NND alert test 1,"MI2 NND(A) #05 INTEGRATION LOT_ID: 8095ccabf6 has NG Rate of 3.02% at 2025-07-16 04:47:22. Total defect count is 57. Surface defect count: 34, Dimension defect count: 23. Please Check!!",9d8fa283,NND alert test 1,SUCCESS,
2025-07-16 04:47:40,test 8,test 8,"MI2 NND(A) #05 INTEGRATION LOT_ID: d2133868e0 has NG Rate of 9.90% at 2025-07-16 04:47:32. Total defect count is 186. Surface defect count: 88, Dimension defect count: 98. Please Check!!",95d4a30b,test 8,SUCCESS,
2025-07-16 04:47:50,test 4,test 4,"MI2 NND(C) #06 NGMARKING LOT_ID: 6faca6cea3 has NG Rate of 11.95% at 2025-07-16 04:47:42. Total defect count is 57. Surface defect count: 44, Dimension defect count: 13. Please Check!!",6a2cee85,test 4,SUCCESS,
2025-07-16 04:48:00,test 9,test 9,"MI2 NND(C) #01 INTEGRATION LOT_ID: 313b4d170c has NG Rate of 3.19% at 2025-07-16 04:47:52. Total defect count is 126. Surface defect count: 51, Dimension defect count: 75. Please Check!!",a4ad7bdf,test 9,SUCCESS,
2025-07-16 04:48:10,test 9,test 9,"MI2 NND(C) #05 NGMARKING LOT_ID: 731c38ebef has NG Rate of 9.72% at 2025-07-16 04:48:02. Total defect count is 85. Surface defect count: 39, Dimension defect count: 46. Please Check!!",232db136,test 9,SUCCESS,
2025-07-16 04:48:19,test 10,test 10,"MI2 NND(C) #05 INTEGRATION LOT_ID: b8fd9b895a has NG Rate of 15.13% at 2025-07-16 04:48:12. Total defect count is 97. Surface defect count: 81, Dimension defect count: 16. Please Check!!",fc23175d,test 10,SUCCESS,
2025-07-16 04:53:29,test 10,test 10,"MI2 NND(C) #06 NGMARKING LOT_ID: c523de62bc has NG Rate of 7.46% at 2025-07-16 04:53:21. Total defect count is 137. Surface defect count: 50, Dimension defect count: 87. Please Check!!",9f33e8d6,test 10,SUCCESS,
2025-07-16 04:53:39,NND alert test 2,NND alert test 2,"MI2 NND(C) #06 NGMARKING LOT_ID: 85bf6d25aa has NG Rate of 17.37% at 2025-07-16 04:53:31. Total defect count is 80. Surface defect count: 54, Dimension defect count: 26. Please Check!!",71677f33,NND alert test 2,SUCCESS,
2025-07-16 04:53:49,test 6,test 6,"MI2 NND(A) #03 FOIL LOT_ID: 9e06f685ef has NG Rate of 5.77% at 2025-07-16 04:53:41. Total defect count is 147. Surface defect count: 68, Dimension defect count: 79. Please Check!!",9aad0a43,test 6,SUCCESS,
2025-07-16 04:53:59,test 10,test 10,"MI2 NND(A) #02 FOIL LOT_ID: 7e79186636 has NG Rate of 3.93% at 2025-07-16 04:53:51. Total defect count is 122. Surface defect count: 67, Dimension defect count: 55. Please Check!!",efd74932,test 10,SUCCESS,
2025-07-16 04:54:09,test 6,test 6,"MI2 NND(A) #04 INTEGRATION LOT_ID: 73e85658de has NG Rate of 13.37% at 2025-07-16 04:54:01. Total defect count is 86. Surface defect count: 75, Dimension defect count: 11. Please Check!!",e083d461,test 6,SUCCESS,
2025-07-16 04:54:19,NND alert test 1,NND alert test 1,"MI2 NND(A) #06 NGMARKING LOT_ID: 2ae27919e5 has NG Rate of 14.46% at 2025-07-16 04:54:11. Total defect count is 63. Surface defect count: 42, Dimension defect count: 21. Please Check!!",1ce5dbc3,NND alert test 1,SUCCESS,
2025-07-16 04:54:29,NND alert test 2,NND alert test 2,"MI2 NND(A) #02 NGMARKING LOT_ID: 7b3dbea426 has NG Rate of 10.10% at 2025-07-16 04:54:21. Total defect count is 86. Surface defect count: 5, Dimension defect count: 81. Please Check!!",a525bc8e,NND alert test 2,SUCCESS,
2025-07-16 04:54:39,NND alert test 3,NND alert test 3,"MI2 NND(C) #04 INTEGRATION LOT_ID: c5fc682e86 has NG Rate of 11.12% at 2025-07-16 04:54:31. Total defect count is 20. Surface defect count: 15, Dimension defect count: 5. Please Check!!",ec036eab,NND alert test 3,SUCCESS,
2025-07-16 04:54:48,test 4,test 4,"MI2 NND(A) #04 NGMARKING LOT_ID: 16f9e8d5eb has NG Rate of 4.48% at 2025-07-16 04:54:41. Total defect count is 181. Surface defect count: 89, Dimension defect count: 92. Please Check!!",4811a5d4,test 4,SUCCESS,
2025-07-16 04:54:58,test 8,test 8,"MI2 NND(C) #05 NGMARKING LOT_ID: 6924b4b4bd has NG Rate of 13.60% at 2025-07-16 04:54:50. Total defect count is 111. Surface defect count: 48, Dimension defect count: 63. Please Check!!",4df6f978,test 8,SUCCESS,
2025-07-16 04:55:08,test 5,test 5,"MI2 NND(A) #03 FOIL LOT_ID: b0c8eb480b has NG Rate of 12.51% at 2025-07-16 04:55:00. Total defect count is 52. Surface defect count: 31, Dimension defect count: 21. Please Check!!",6d187678,test 5,SUCCESS,
2025-07-16 04:55:18,NND alert test 1,NND alert test 1,"MI2 NND(A) #01 INTEGRATION LOT_ID: 91b251d17b has NG Rate of 12.85% at 2025-07-16 04:55:10. Total defect count is 98. Surface defect count: 91, Dimension defect count: 7. Please Check!!",90ff4537,NND alert test 1,SUCCESS,
2025-07-16 04:55:28,test 5,test 5,"MI2 NND(A) #06 FOIL LOT_ID: bf1c576eea has NG Rate of 12.01% at 2025-07-16 04:55:20. Total defect count is 144. Surface defect count: 88, Dimension defect count: 56. Please Check!!",269ed08b,test 5,SUCCESS,
2025-07-16 04:55:38,test 10,test 10,"MI2 NND(A) #03 NGMARKING LOT_ID: f8e9ddaeee has NG Rate of 16.44% at 2025-07-16 04:55:30. Total defect count is 92. Surface defect count: 24, Dimension defect count: 68. Please Check!!",6974fbe5,test 10,SUCCESS,
2025-07-16 04:55:48,NND alert test 1,NND alert test 1,"MI2 NND(C) #05 NGMARKING LOT_ID: 375a813426 has NG Rate of 11.00% at 2025-07-16 04:55:40. Total defect count is 61. Surface defect count: 16, Dimension defect count: 45. Please Check!!",95ce524a,NND alert test 1,SUCCESS,
2025-07-16 04:55:58,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #06 INTEGRATION LOT_ID: ed782700b7 has NG Rate of 2.64% at 2025-07-16 04:55:50. Total defect count is 116. Surface defect count: 43, Dimension defect count: 73. Please Check!!",b03fcd7f,김지희 (Jihee Kim),SUCCESS,
2025-07-16 05:01:08,test 9,test 9,"MI2 NND(A) #04 FOIL LOT_ID: 57c9d6a39c has NG Rate of 3.64% at 2025-07-16 05:01:00. Total defect count is 89. Surface defect count: 4, Dimension defect count: 85. Please Check!!",60a87363,test 9,SUCCESS,
2025-07-16 05:01:17,test 7,test 7,"MI2 NND(C) #02 INTEGRATION LOT_ID: f58851eb3e has NG Rate of 11.43% at 2025-07-16 05:01:10. Total defect count is 154. Surface defect count: 94, Dimension defect count: 60. Please Check!!",746f53bb,test 7,SUCCESS,
2025-07-16 05:01:27,test 8,test 8,"MI2 NND(C) #06 FOIL LOT_ID: 169418abb5 has NG Rate of 13.32% at 2025-07-16 05:01:20. Total defect count is 95. Surface defect count: 44, Dimension defect count: 51. Please Check!!",023ae0d0,test 8,SUCCESS,
2025-07-16 05:01:37,test 5,test 5,"MI2 NND(C) #01 FOIL LOT_ID: 17ab4c043e has NG Rate of 18.64% at 2025-07-16 05:01:29. Total defect count is 35. Surface defect count: 4, Dimension defect count: 31. Please Check!!",3fd3b8a5,test 5,SUCCESS,
2025-07-16 05:01:47,test 10,test 10,"MI2 NND(A) #04 FOIL LOT_ID: 5bfdf1584b has NG Rate of 11.20% at 2025-07-16 05:01:39. Total defect count is 94. Surface defect count: 91, Dimension defect count: 3. Please Check!!",473d13bb,test 10,SUCCESS,
2025-07-16 05:01:57,test 5,test 5,"MI2 NND(C) #04 INTEGRATION LOT_ID: 8ee093b4e8 has NG Rate of 14.50% at 2025-07-16 05:01:49. Total defect count is 82. Surface defect count: 61, Dimension defect count: 21. Please Check!!",a1cc3ee5,test 5,SUCCESS,
2025-07-16 05:02:07,NND alert test 3,NND alert test 3,"MI2 NND(A) #04 NGMARKING LOT_ID: 3273eba844 has NG Rate of 13.50% at 2025-07-16 05:01:59. Total defect count is 98. Surface defect count: 26, Dimension defect count: 72. Please Check!!",4e1c48db,NND alert test 3,SUCCESS,
2025-07-16 05:02:17,test 6,test 6,"MI2 NND(C) #06 INTEGRATION LOT_ID: c181104cf5 has NG Rate of 12.96% at 2025-07-16 05:02:09. Total defect count is 45. Surface defect count: 17, Dimension defect count: 28. Please Check!!",5ae4e412,test 6,SUCCESS,
2025-07-16 05:02:27,NND alert test 1,NND alert test 1,"MI2 NND(C) #05 INTEGRATION LOT_ID: fc7252b901 has NG Rate of 2.75% at 2025-07-16 05:02:19. Total defect count is 121. Surface defect count: 80, Dimension defect count: 41. Please Check!!",37c96ad7,NND alert test 1,SUCCESS,
2025-07-16 05:02:37,test 5,test 5,"MI2 NND(A) #02 FOIL LOT_ID: b2ad4336e6 has NG Rate of 19.52% at 2025-07-16 05:02:29. Total defect count is 66. Surface defect count: 18, Dimension defect count: 48. Please Check!!",8362a8d6,test 5,SUCCESS,
2025-07-16 05:02:47,test 7,test 7,"MI2 NND(A) #05 FOIL LOT_ID: e3b7be8ba8 has NG Rate of 12.09% at 2025-07-16 05:02:39. Total defect count is 149. Surface defect count: 95, Dimension defect count: 54. Please Check!!",e6f904a1,test 7,SUCCESS,
2025-07-16 05:02:56,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #01 FOIL LOT_ID: 6bec74dfe1 has NG Rate of 14.73% at 2025-07-16 05:02:49. Total defect count is 59. Surface defect count: 7, Dimension defect count: 52. Please Check!!",04dca9db,김지희 (Jihee Kim),SUCCESS,
2025-07-16 05:03:06,test 5,test 5,"MI2 NND(A) #06 FOIL LOT_ID: 1d0b9664a6 has NG Rate of 19.02% at 2025-07-16 05:02:58. Total defect count is 11. Surface defect count: 4, Dimension defect count: 7. Please Check!!",bae5e538,test 5,SUCCESS,
2025-07-16 05:03:16,test 8,test 8,"MI2 NND(A) #02 FOIL LOT_ID: 03a4cb46a5 has NG Rate of 7.89% at 2025-07-16 05:03:08. Total defect count is 9. Surface defect count: 4, Dimension defect count: 5. Please Check!!",ab5d76aa,test 8,SUCCESS,
2025-07-16 05:03:26,NND alert test 3,NND alert test 3,"MI2 NND(C) #01 INTEGRATION LOT_ID: 982e0cdf12 has NG Rate of 0.29% at 2025-07-16 05:03:18. Total defect count is 124. Surface defect count: 72, Dimension defect count: 52. Please Check!!",2767eaa7,NND alert test 3,SUCCESS,
2025-07-16 05:03:36,test 4,test 4,"MI2 NND(A) #04 FOIL LOT_ID: 0258d76d2e has NG Rate of 11.76% at 2025-07-16 05:03:28. Total defect count is 16. Surface defect count: 11, Dimension defect count: 5. Please Check!!",88fde8e5,test 4,SUCCESS,
2025-07-16 05:03:46,test 7,test 7,"MI2 NND(C) #03 FOIL LOT_ID: 38bce76f03 has NG Rate of 7.53% at 2025-07-16 05:03:38. Total defect count is 21. Surface defect count: 16, Dimension defect count: 5. Please Check!!",e04daa63,test 7,SUCCESS,
2025-07-16 05:03:56,test 9,test 9,"MI2 NND(C) #05 FOIL LOT_ID: 5bd143b5d8 has NG Rate of 4.28% at 2025-07-16 05:03:48. Total defect count is 87. Surface defect count: 15, Dimension defect count: 72. Please Check!!",80928f01,test 9,SUCCESS,
2025-07-16 05:04:06,NND alert test 3,NND alert test 3,"MI2 NND(A) #06 INTEGRATION LOT_ID: 05824f3277 has NG Rate of 15.89% at 2025-07-16 05:03:58. Total defect count is 80. Surface defect count: 68, Dimension defect count: 12. Please Check!!",cf14b03f,NND alert test 3,SUCCESS,
2025-07-16 05:09:16,test 7,test 7,"MI2 NND(C) #01 INTEGRATION LOT_ID: 33ac2eb789 has NG Rate of 14.34% at 2025-07-16 05:09:08. Total defect count is 65. Surface defect count: 63, Dimension defect count: 2. Please Check!!",b50682ff,test 7,SUCCESS,
2025-07-16 05:14:25,NND alert test 3,NND alert test 3,"MI2 NND(C) #04 FOIL LOT_ID: f28416377a has NG Rate of 13.72% at 2025-07-16 05:14:18. Total defect count is 46. Surface defect count: 44, Dimension defect count: 2. Please Check!!",4c905ba0,NND alert test 3,SUCCESS,
2025-07-16 05:14:35,test 7,test 7,"MI2 NND(C) #06 FOIL LOT_ID: 3880296609 has NG Rate of 17.02% at 2025-07-16 05:14:27. Total defect count is 84. Surface defect count: 41, Dimension defect count: 43. Please Check!!",6b7875ce,test 7,SUCCESS,
2025-07-16 05:14:45,test 7,test 7,"MI2 NND(C) #03 NGMARKING LOT_ID: 11fb1a2216 has NG Rate of 5.14% at 2025-07-16 05:14:37. Total defect count is 35. Surface defect count: 34, Dimension defect count: 1. Please Check!!",b67b26d8,test 7,SUCCESS,
2025-07-16 05:14:55,NND alert test 1,NND alert test 1,"MI2 NND(C) #05 FOIL LOT_ID: 0fef6d26e3 has NG Rate of 11.25% at 2025-07-16 05:14:47. Total defect count is 131. Surface defect count: 88, Dimension defect count: 43. Please Check!!",e4918dce,NND alert test 1,SUCCESS,
2025-07-16 05:15:05,test 9,test 9,"MI2 NND(A) #06 NGMARKING LOT_ID: 18b4bd84b0 has NG Rate of 3.28% at 2025-07-16 05:14:57. Total defect count is 132. Surface defect count: 46, Dimension defect count: 86. Please Check!!",9d8fa5b7,test 9,SUCCESS,
2025-07-16 05:15:15,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #06 FOIL LOT_ID: 2b38456969 has NG Rate of 15.48% at 2025-07-16 05:15:07. Total defect count is 67. Surface defect count: 49, Dimension defect count: 18. Please Check!!",28b3e760,김지희 (Jihee Kim),SUCCESS,
2025-07-16 05:15:25,NND alert test 2,NND alert test 2,"MI2 NND(A) #06 INTEGRATION LOT_ID: 5df7187777 has NG Rate of 2.43% at 2025-07-16 05:15:17. Total defect count is 76. Surface defect count: 33, Dimension defect count: 43. Please Check!!",e7ae5b28,NND alert test 2,SUCCESS,
2025-07-16 05:15:35,test 10,test 10,"MI2 NND(C) #04 FOIL LOT_ID: 97d01db891 has NG Rate of 5.85% at 2025-07-16 05:15:27. Total defect count is 41. Surface defect count: 33, Dimension defect count: 8. Please Check!!",58f61e38,test 10,SUCCESS,
2025-07-16 05:20:45,test 6,test 6,"MI2 NND(C) #06 INTEGRATION LOT_ID: df4151679b has NG Rate of 10.85% at 2025-07-16 05:20:37. Total defect count is 75. Surface defect count: 7, Dimension defect count: 68. Please Check!!",c4bef0ad,test 6,SUCCESS,
2025-07-16 05:20:55,test 4,test 4,"MI2 NND(A) #05 INTEGRATION LOT_ID: 3307b400a8 has NG Rate of 9.01% at 2025-07-16 05:20:47. Total defect count is 86. Surface defect count: 9, Dimension defect count: 77. Please Check!!",43863b94,test 4,SUCCESS,
2025-07-16 05:26:05,NND alert test 3,NND alert test 3,"MI2 NND(C) #05 NGMARKING LOT_ID: d4271f3373 has NG Rate of 4.81% at 2025-07-16 05:25:57. Total defect count is 35. Surface defect count: 7, Dimension defect count: 28. Please Check!!",b072d15e,NND alert test 3,SUCCESS,
2025-07-16 05:26:14,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #02 FOIL LOT_ID: 1fab8fc51d has NG Rate of 8.20% at 2025-07-16 05:26:07. Total defect count is 148. Surface defect count: 89, Dimension defect count: 59. Please Check!!",13f3ce5a,김지희 (Jihee Kim),SUCCESS,
2025-07-16 05:26:24,NND alert test 1,NND alert test 1,"MI2 NND(A) #04 NGMARKING LOT_ID: c073e11d5c has NG Rate of 9.07% at 2025-07-16 05:26:17. Total defect count is 135. Surface defect count: 68, Dimension defect count: 67. Please Check!!",6a484a3b,NND alert test 1,SUCCESS,
